cr_id,trial,producer_model,evaluator_model,run_id,available_modules,known_interfaces,ours_output_file,baseline_output_file,evaluation_output_file,winner,why,ours_total_score,baseline_total_score,pure_fr_ours,pure_fr_baseline,fr_dp_bridge_ours,fr_dp_bridge_baseline,dp_im_bridge_ours,dp_im_bridge_baseline,pure_im_ours,pure_im_baseline,fr_im_bridge_ours,fr_im_bridge_baseline
CR-NGHE-010,3,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial3_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial3_20260226_183550.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial3_20260226_183625.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=20",25,20,5,3,5,4,5,4,5,5,5,4
CR-NGHE-010,4,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial4_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial4_20260224_034023.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial4_20260224_034032.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,3,5,4,3,4,5,4
CR-NGHE-010,4,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial4_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial4_20260224_034023.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial4_20260224_034032.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,4,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial4_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial4_20260226_183743.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial4_20260226_183800.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,5,3,5,3,4,4,3,5
CR-NGHE-010,4,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial4_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial4_20260226_183743.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial4_20260226_183800.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=14",21,14,4,2,4,3,4,2,4,3,5,4
CR-NGHE-010,4,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial4_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial4_20260226_183936.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial4_20260226_184017.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=16",24,16,5,4,5,3,5,3,4,2,5,4
CR-NGHE-010,4,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial4_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial4_20260226_183936.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial4_20260226_184017.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=20",25,20,5,3,5,4,5,4,5,5,5,4
CR-NGHE-010,5,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial5_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial5_20260224_034050.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial5_20260224_034059.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,3,5,4,3,4,5,4
CR-NGHE-010,5,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial5_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial5_20260224_034050.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial5_20260224_034059.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,5,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial5_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial5_20260226_184134.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial5_20260226_184149.json,,TIE,"Score totals (excluding N/A): ours=19, baseline=19",19,19,2,4,5,3,5,3,4,4,3,5
CR-NGHE-010,5,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial5_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial5_20260226_184134.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial5_20260226_184149.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=17",18,17,4,3,4,3,3,4,4,3,3,4
CR-NGHE-010,5,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial5_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial5_20260226_184317.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial5_20260226_184355.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=20",22,20,5,3,5,4,4,5,3,4,5,4
CR-NGHE-010,5,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial5_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial5_20260226_184317.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial5_20260226_184355.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=23",25,23,5,3,5,5,5,5,5,5,5,5
CR-NGHE-010,6,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial6_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial6_20260224_034116.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial6_20260224_034125.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=18",23,18,5,3,5,3,5,4,3,4,5,4
CR-NGHE-010,6,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial6_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial6_20260224_034116.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial6_20260224_034125.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,6,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial6_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial6_20260226_184508.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial6_20260226_184527.json,,BASELINE,"Score totals (excluding N/A): ours=17, baseline=20",17,20,3,4,3,5,3,5,3,3,5,3
CR-NGHE-010,6,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial6_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial6_20260226_184508.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial6_20260226_184527.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,4,3,4,4,4,4,2
CR-NGHE-010,6,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial6_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial6_20260226_184653.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial6_20260226_184724.json,,BASELINE,"Score totals (excluding N/A): ours=19, baseline=22",19,22,3,5,3,5,5,3,4,4,4,5
CR-NGHE-010,6,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial6_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial6_20260226_184653.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial6_20260226_184724.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=22",23,22,5,3,4,5,5,4,5,5,4,5
CR-NGHE-010,7,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial7_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial7_20260224_034142.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial7_20260224_034151.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=18",23,18,5,3,5,3,5,4,3,4,5,4
CR-NGHE-010,7,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial7_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial7_20260224_034142.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial7_20260224_034151.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,7,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial7_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial7_20260226_184840.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial7_20260226_184900.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=14",23,14,5,2,4,3,5,3,4,3,5,3
CR-NGHE-010,7,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial7_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial7_20260226_184840.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial7_20260226_184900.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=12",20,12,4,2,4,3,4,2,4,3,4,2
CR-NGHE-010,7,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial7_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial7_20260226_185022.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial7_20260226_185054.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=17",22,17,3,4,5,3,5,3,4,3,5,4
CR-NGHE-010,7,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial7_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial7_20260226_185022.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial7_20260226_185054.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=22",24,22,5,4,4,3,5,5,5,5,5,5
CR-NGHE-010,8,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial8_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial8_20260224_034211.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial8_20260224_034220.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=18",23,18,5,3,5,3,5,4,3,4,5,4
CR-NGHE-010,8,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial8_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial8_20260224_034211.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial8_20260224_034220.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,8,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial8_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial8_20260226_185219.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial8_20260226_185236.json,,OURS,"Score totals (excluding N/A): ours=21, baseline=15",21,15,5,3,5,3,2,4,4,2,5,3
CR-NGHE-010,8,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial8_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial8_20260226_185219.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial8_20260226_185236.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=12",20,12,4,2,4,3,4,3,4,2,4,2
CR-NGHE-010,8,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial8_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial8_20260226_185411.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial8_20260226_185442.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=16",24,16,5,3,5,4,5,4,4,2,5,3
CR-NGHE-010,8,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial8_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial8_20260226_185411.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial8_20260226_185442.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=21",22,21,5,3,4,5,4,5,4,4,5,4
CR-NGHE-010,9,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial9_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial9_20260224_034239.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial9_20260224_034248.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=18",23,18,5,3,4,3,5,4,4,4,5,4
CR-NGHE-010,9,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial9_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial9_20260224_034239.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial9_20260224_034248.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,9,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial9_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial9_20260226_185604.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial9_20260226_185623.json,,TIE,"Score totals (excluding N/A): ours=19, baseline=19",19,19,5,3,3,5,3,5,3,3,5,3
CR-NGHE-010,9,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial9_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial9_20260226_185604.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial9_20260226_185623.json,,OURS,"Score totals (excluding N/A): ours=18, baseline=15",18,15,4,2,3,4,3,4,4,3,4,2
CR-NGHE-010,9,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial9_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial9_20260226_185739.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial9_20260226_185810.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=17",24,17,5,2,5,3,4,5,5,4,5,3
CR-NGHE-010,9,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial9_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial9_20260226_185739.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial9_20260226_185810.json,,OURS,"Score totals (excluding N/A): ours=23, baseline=20",23,20,5,3,5,4,4,5,5,5,4,3
CR-NGHE-010,10,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial10_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial10_20260224_034305.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial10_20260224_034316.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,3,5,4,3,4,5,4
CR-NGHE-010,10,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial10_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial10_20260224_034305.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial10_20260224_034316.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,10,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial10_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial10_20260226_185927.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial10_20260226_185952.json,,OURS,"Score totals (excluding N/A): ours=24, baseline=14",24,14,5,2,5,3,5,3,4,3,5,3
CR-NGHE-010,10,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial10_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial10_20260226_185927.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial10_20260226_185952.json,,OURS,"Score totals (excluding N/A): ours=20, baseline=12",20,12,4,2,4,3,4,2,4,3,4,2
CR-NGHE-010,10,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial10_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial10_20260226_190118.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial10_20260226_190154.json,,BASELINE,"Score totals (excluding N/A): ours=19, baseline=21",19,21,5,3,3,5,3,5,4,3,4,5
CR-NGHE-010,10,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial10_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial10_20260226_190118.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial10_20260226_190154.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=19",25,19,5,3,5,4,5,4,5,4,5,4
CR-NGHE-010,11,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial11_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial11_20260224_034336.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial11_20260224_034346.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,3,5,4,3,4,5,4
CR-NGHE-010,11,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial11_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial11_20260224_034336.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial11_20260224_034346.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
CR-NGHE-010,11,gpt-4.1-mini,gemini-3-flash-preview,CR-NGHE-010_trial11_gpt41mini_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial11_20260226_190313.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial11_20260226_190342.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,5,3,3,5,4,4,5,3
CR-NGHE-010,11,gpt-4.1-mini,claude-haiku-4-5,CR-NGHE-010_trial11_gpt41mini_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gpt41mini_CR-NGHE-010_trial11_20260226_190313.json,..\output\gemini3_experiment\baseline_gpt41mini_CR-NGHE-010_trial11_20260226_190342.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=16",19,16,4,2,4,3,3,4,4,4,4,3
CR-NGHE-010,11,claude-haiku-4-5,gemini-3-flash-preview,CR-NGHE-010_trial11_claudehaiku45_evalby_gemini3flashpreview,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial11_20260226_190503.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial11_20260226_190537.json,,BASELINE,"Score totals (excluding N/A): ours=17, baseline=22",17,22,2,4,3,5,4,5,4,3,4,5
CR-NGHE-010,11,claude-haiku-4-5,gpt-4.1-mini,CR-NGHE-010_trial11_claudehaiku45_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_claudehaiku45_CR-NGHE-010_trial11_20260226_190503.json,..\output\gemini3_experiment\baseline_claudehaiku45_CR-NGHE-010_trial11_20260226_190537.json,,OURS,"Score totals (excluding N/A): ours=25, baseline=21",25,21,5,3,5,4,5,4,5,5,5,5
CR-NGHE-010,12,gemini-3-flash-preview,gpt-4.1-mini,CR-NGHE-010_trial12_gemini3flashpreview_evalby_gpt41mini,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial12_20260224_034405.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial12_20260224_034413.json,,OURS,"Score totals (excluding N/A): ours=22, baseline=18",22,18,5,3,4,3,5,4,3,4,5,4
CR-NGHE-010,12,gemini-3-flash-preview,claude-haiku-4-5,CR-NGHE-010_trial12_gemini3flashpreview_evalby_claudehaiku45,NGHE Solution|Vehicle|Teleoperation|Safety Services,Telemetry|Tasking|SafetyAlert|Network Link,..\output\gemini3_experiment\workflow_gemini3flashpreview_CR-NGHE-010_trial12_20260224_034405.json,..\output\gemini3_experiment\baseline_gemini3flashpreview_CR-NGHE-010_trial12_20260224_034413.json,,OURS,"Score totals (excluding N/A): ours=19, baseline=17",19,17,4,3,4,2,3,4,5,4,3,4
